OBP Difference,AVG Difference,SLG Difference,OPS Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
-0.017,-0.021,-0.073,-0.09,-1.66,0.451,-1.7,-1.6,0,-130,0,0
0.039,0.042,0.076,0.115,1.49,1.125,-1.2,-1.6,2,101,1,0
0.006,0.012,0.007,0.011,-0.74,-0.944,-2.6,0.5,1,20,-4,0
0.024,0.009,0.096,0.121,-2.49,-1.493,0.3,1.1,3,141,6,1
0.028,0.022,0.115,0.144,1.38,0.714,-1.4,-0.1,-1,48,1,0
0.036,0.035,0.075,0.109,-2.96,-1.287,-0.9,1.4,5,-31,0,0
0.015,0.023,0.037,0.052,-1.64,-1.584,-2.6,2.3,0,-52,1,0
-0.014,-0.027,-0.012,-0.026,0.19,-0.093,0.9,0.6,-4,-62,-1,1
0.019,0.009,0.034,0.053,0.07,0.751,-0.9,-1.7,0,53,0,1
0.03,0.033,0.028,0.057,0.07,-0.51,-0.4,0.3,-1,-9,-2,0
0.02,0.013,0.024,0.044,0.34,-0.273,1,1.2,0,-70,0,0
0.031,-0.001,0.035,0.065,-0.67,-0.345,1.1,1,-2,-6,-1,0
0.039,0.038,0.028,0.067,-0.75,-0.496,-0.2,0.5,0,-11,-1,0
-0.019,-0.007,-0.042,-0.061,0.44,-0.071,-2.7,0.7,-3,-209,-1,1
-0.021,-0.047,-0.096,-0.117,-4.05,-1.993,-4.5,0.4,-2,-179,1,1
-0.037,-0.042,-0.09,-0.127,1.24,0.777,-5.9,-3.5,-3,-152,-1,1
0.042,0.04,0.08,0.122,0.8,0.595,-1.4,-1.1,-2,97,0,1
0.02,0.016,0.045,0.064,0.23,-0.34,0.5,1,3,10,-5,0
0.021,0.016,0.094,0.115,1.07,0.411,7.2,0.4,3,155,6,1
0.025,0.018,0.105,0.13,-3.8,-0.926,0.7,-0.3,-1,36,1,0
0.021,0.025,0.046,0.068,5.54,3.169,-2.1,-0.9,5,-45,0,1
0.019,0.029,0.023,0.042,-1.7,-0.394,0.9,-1,0,-56,1,0
0.006,-0.012,0.023,0.029,-0.39,-0.592,3,1,-4,-56,-1,1
0.014,0.001,0.018,0.033,1.09,0.643,1.9,-0.1,0,83,0,0
0.011,0.011,0.028,0.039,0.1,-0.577,0.7,0.2,-1,-15,-2,0
0.041,0.028,0.042,0.082,-0.75,-0.44,-1.5,-0.5,0,-64,0,1
0.047,0.026,0.035,0.081,-0.78,-0.597,1.9,1.5,-2,-10,-1,1
0.02,0.011,0.002,0.021,-4.5,-1.131,0,0,0,-13,-1,1
-0.015,0.006,-0.052,-0.067,-2.58,-1.538,0.4,0.1,-3,-205,-1,1
-0.015,-0.04,-0.102,-0.117,-0.21,-0.306,3.1,-5.8,-2,-177,1,0
-0.009,-0.02,-0.015,-0.024,1.85,0.623,-1.9,0,-3,-142,-1,1
0.035,0.03,0.07,0.105,6.38,2.043,-5,2.2,-2,103,0,0
0.006,0.017,0.016,0.021,2.2,0.627,3.7,0.9,3,8,-5,0
0.022,0.008,0.056,0.078,-4.4,-1.592,-1.6,0.6,2,95,-1,1
-0.004,0.008,-0.004,-0.008,0.94,0.786,3.8,-0.3,1,2,0,1
-0.023,-0.02,-0.064,-0.088,1.13,1.099,-2,-1,1,-40,1,1
0.011,-0.008,-0.014,-0.001,-0.28,-0.267,4.5,2,0,-10,0,1
0.042,0.041,0.03,0.072,0.91,0.302,-4,-0.7,1,19,0,0
-0.056,-0.02,-0.084,-0.14,2.35,0.432,-0.8,1.9,0,-55,0,0
-0.027,-0.022,-0.123,-0.151,-0.39,1.268,-0.4,0.2,-3,-147,0,0
-0.014,-0.016,-0.008,-0.023,-1.14,-0.237,1.2,-3.2,2,162,5,1
-0.041,-0.022,-0.013,-0.054,-1.32,-0.471,-0.7,0.9,2,12,0,1
0.042,0.029,0.052,0.093,-0.58,-0.751,-2.1,0.4,-1,99,1,0
-0.021,-0.002,-0.03,-0.051,-2.65,-1.235,-3,2.1,1,49,0,0
0.002,0.003,0.053,0.055,1.41,2.428,1,-2.3,1,101,-1,0
-0.002,0.013,-0.021,-0.023,3.9,2.378,5.8,-1.1,1,4,0,1
-0.03,-0.032,-0.057,-0.086,-0.21,-0.296,0.6,0.3,3,-36,1,0
-0.008,-0.013,-0.028,-0.036,-0.76,-0.613,-3.9,-1.7,-1,4,0,1
0.042,0.035,0.037,0.078,0.71,0.529,-3.1,0.1,-1,17,0,0
-0.036,-0.008,-0.018,-0.054,-4.86,-4.64,6.2,2.7,0,-57,0,0
-0.018,-0.028,-0.06,-0.078,0.11,-0.153,3.2,0.2,0,-142,0,0
-0.013,-0.004,0.017,0.005,0.52,0.037,1.5,-0.6,0,-77,-3,0
-0.033,-0.026,-0.14,-0.173,-3.5,-1.019,-8.1,0.5,-3,-151,0,1
0.031,0.033,0.059,0.09,4.5,3.279,-8.9,-2.1,1,161,0,0
-0.014,-0.035,-0.05,-0.063,0.49,-0.606,1.1,0.6,2,200,0,1
0.009,0.001,0.014,0.022,-1.02,-0.458,2.6,1,0,170,5,1
-0.03,-0.012,-0.007,-0.038,0.58,0.122,1.3,-0.3,1,18,0,1
0.01,0.003,0.071,0.08,1.24,0.271,0.4,-1,-1,151,0,0
-0.027,-0.014,-0.019,-0.047,-0.59,-0.038,-4.6,-1.8,1,43,0,0
-0.003,-0.005,0.043,0.04,0.51,0.664,-0.3,0.5,1,97,0,1
0.031,0.057,-0.005,0.026,2.09,1.337,0.6,-1.3,2,30,1,1
0.067,0.077,0.144,0.211,-1.56,-1.549,-2.1,0.8,4,-38,2,0
-0.041,-0.044,-0.181,-0.222,0.94,0.543,1.1,-1.5,-1,10,1,1
0.021,0.028,0.007,0.028,-1.2,-0.892,2.7,-1.6,-1,5,-1,1
-0.046,-0.016,-0.078,-0.124,3.3,0.586,1.2,0.2,0,-65,-1,0
-0.032,-0.027,-0.042,-0.073,0.39,-0.068,0.1,-0.4,1,-150,0,1
-0.029,-0.023,-0.136,-0.165,0.65,0.047,-1.8,-0.2,-4,-149,-1,0
0.009,0.022,0.035,0.043,1.14,0.997,4.1,0.1,1,159,0,0
-0.025,-0.028,-0.041,-0.068,3.4,0.917,-0.2,-0.2,2,206,0,1
0.028,-0.003,0.049,0.077,7,4.077,0,-6.4,1,182,6,1
-0.005,-0.001,0.039,0.034,3.42,1.444,-0.5,1.1,2,26,1,0
0.01,0.002,0.037,0.047,-1.43,-0.464,1.8,-1,-1,147,0,0
0.013,0.035,0.031,0.044,1.33,0.607,-0.4,-1.5,-1,41,-1,0
-0.015,-0.027,-0.004,-0.019,-0.36,0.53,0.8,-1.6,0,101,-1,1
0.027,0.054,0.011,0.038,2.23,1.408,1.3,-2,3,32,2,0
-0.022,-0.022,-0.081,-0.103,-1.94,-0.672,2.5,0.6,4,-40,1,1
-0.025,-0.011,-0.02,-0.046,1.08,-0.243,3.9,0.3,0,-79,-2,0
-0.018,-0.033,-0.06,-0.078,-1.25,-0.306,0,-0.3,0,-146,-1,1
-0.01,-0.005,-0.035,-0.045,-2.43,-0.583,1.8,0.6,0,-79,-4,0
0.007,0.012,-0.007,0,3.16,0.05,3.1,0.3,2,130,1,1
0.026,0.036,0.044,0.07,0.89,0.248,0,-1.4,0,141,-1,1
-0.009,0.01,-0.006,-0.015,-1.55,-1.494,1.1,4.2,2,41,-1,0
-0.067,-0.034,-0.006,-0.073,-2.88,-1.462,-0.7,1.8,3,20,2,0
0.007,0.003,0.055,0.062,2.11,0.351,-0.7,0.4,-2,139,-1,0
-0.008,-0.006,-0.01,-0.018,1.36,0.921,1.2,-1.5,-1,67,1,1
-0.013,-0.019,-0.073,-0.086,0.6,0.194,-1.7,0.9,2,43,2,1
0.018,0.027,-0.002,0.015,-0.92,-0.203,-2.8,0.8,0,-24,1,0
-0.025,-0.028,-0.087,-0.112,-2.83,-0.787,-1.5,0,-1,-8,2,1
0.006,-0.009,-0.009,-0.003,-1.16,-0.057,1.8,0.4,-1,34,-1,0
0.017,0.001,-0.007,0.009,0.16,0.197,1,-0.5,0,178,3,0
-0.038,-0.029,-0.081,-0.119,0.62,-0.826,-3.3,0,1,-241,0,0
0.009,0.027,0.066,0.075,0.89,0.211,2.6,-0.3,-1,251,0,1
0.025,0.036,0.044,0.07,-0.84,-0.227,2.4,1.4,1,-28,0,1
0.017,0.013,-0.006,0.012,1.21,0.185,0.8,0.3,2,140,1,1
-0.017,-0.024,-0.038,-0.056,0.82,2.921,1.6,-5.8,-1,-102,-1,0
0.005,0.018,0.008,0.012,-0.71,-0.558,-0.1,0.5,3,33,-1,0
-0.042,-0.015,-0.022,-0.064,3.6,2.193,0.8,-1.9,2,17,1,0
-0.06,-0.04,-0.012,-0.072,7,4.619,-8.4,-2.9,3,0,0,0
-0.016,-0.014,-0.04,-0.055,-0.95,0.281,3.6,-0.1,-5,2,0,0
-0.024,-0.015,-0.055,-0.079,0.78,-0.346,1.3,0.1,-1,75,1,1
0,-0.012,-0.037,-0.037,-3.45,-2.816,3,1.1,3,57,2,1
-0.003,0.003,-0.05,-0.053,0.08,0.39,1.3,-1.3,-2,-26,1,1
-0.05,-0.042,-0.097,-0.146,2.42,1.281,-0.4,0.2,-2,0,2,0
-0.041,-0.037,-0.057,-0.097,3.81,1.402,1.8,0.7,-2,30,-1,1
0.012,-0.009,0.021,0.033,4.12,0.027,2.9,0.3,0,172,3,1
-0.044,-0.036,-0.086,-0.129,-0.55,-0.497,-3,0.6,0,-251,0,1
0.1,0.097,0.152,0.252,0.25,0.662,6.4,0.6,0,259,0,1
-0.033,-0.023,-0.018,-0.051,0.52,-0.389,2.6,6.7,-1,-26,0,0
0.012,0.016,0.016,0.029,1.75,1.625,-1.8,-0.6,3,146,2,1
-0.019,-0.009,-0.022,-0.041,-1.93,-0.335,-5.8,0.7,-1,-122,-1,1
0.019,0.044,0.044,0.063,1.57,0.28,-2.7,-0.4,1,15,-2,1
-0.033,-0.023,0.013,-0.02,0.7,-1.069,0.2,1.5,2,13,1,0
-0.042,-0.027,0.004,-0.039,1.26,0.535,2,-0.3,2,-6,0,1
-0.047,-0.048,-0.113,-0.159,-1.57,-0.825,-2.2,-0.3,-5,0,0,0
0,-0.002,-0.028,-0.028,-3.73,-1.305,-0.1,1.3,0,77,2,0
0.011,0.016,-0.037,-0.025,0.99,-0.147,1.5,-0.2,-3,-22,0,1
-0.034,-0.04,-0.092,-0.126,0.81,0.385,-3.4,-0.3,-1,-6,3,1
0.041,0.019,0.034,0.074,0.46,0.032,-1.4,-0.2,-3,34,-2,1
-0.003,-0.007,-0.008,-0.012,1.59,0.934,3.2,-1.1,-1,176,2,1
-0.033,-0.023,-0.09,-0.123,-2.53,-1.482,0.2,0.5,0,-241,-1,1
-0.008,0.002,-0.005,-0.013,-3.56,-0.675,1.7,2,1,273,1,1
0.017,0.024,0.029,0.045,1.57,1.343,1.3,-0.7,1,-32,1,0
0.01,0.018,0.011,0.021,2.47,0.138,2.5,0.3,3,154,3,0
-0.013,-0.014,-0.031,-0.044,4.1,3.589,5.1,-3.1,-2,-118,-2,0
-0.006,0.007,-0.006,-0.013,-0.05,-1.554,-2,2,1,17,-3,0
-0.029,-0.034,-0.025,-0.054,1.59,1.379,2.8,-1.8,1,5,0,0
-0.035,-0.015,0.008,-0.028,-1.88,-0.46,3.6,0.7,1,0,-1,0
-0.039,-0.041,-0.068,-0.107,-0.78,0.441,2.2,-1.2,-6,-10,-1,1
0.02,0.011,0.074,0.095,0.66,-0.124,0.1,-1.3,5,214,0,1
-0.007,-0.02,-0.067,-0.075,0.02,0.499,-2.5,-0.8,-3,-1,0,0
0.051,0.041,0.105,0.156,-2.28,-1.314,-1.9,0.5,1,4,-3,0
0.027,0.033,0.003,0.03,-3.07,-1.19,2.7,-0.4,-1,-167,0,1
-0.014,-0.011,-0.05,-0.065,1.19,-0.036,-1.5,0.5,-1,-79,1,0
-0.001,0.02,0.002,0,1.99,0.656,-1.5,-1.5,0,-30,0,0
-0.029,-0.017,0.011,-0.019,1.58,0.059,0.9,1.2,-1,-77,1,0
0.026,-0.001,0.038,0.064,0.19,0.373,-0.4,-1.1,1,50,1,0
0.034,0.027,0.107,0.141,-0.09,0.303,5.5,1,-5,-40,-3,0
0.004,-0.019,0.015,0.019,-0.17,-0.454,1.3,-0.2,1,53,0,1
-0.075,-0.068,-0.1,-0.175,-1.51,-1.776,-0.9,3.2,-1,-275,0,0
-0.023,-0.027,-0.03,-0.053,-0.23,-0.128,0.5,0.4,2,122,1,0
0.035,0.034,0.098,0.134,-1.01,-0.522,0.4,0.5,-3,155,0,1
-0.001,0,-0.022,-0.023,1.38,0.575,2.9,-0.2,2,7,0,1
0.035,0.023,0.082,0.118,2.6,0.981,3.2,-0.3,5,232,0,0
-0.001,-0.017,-0.015,-0.016,-0.21,-0.374,-2.4,1,-3,-11,0,1
0.049,0.04,0.111,0.16,2.35,0.846,-0.1,-0.7,1,2,-3,0
0.035,0.037,0.001,0.036,-2.29,-0.341,-2.1,0,-1,-157,0,0
0,-0.008,-0.07,-0.07,0.57,-0.505,4.1,1.4,-1,-91,1,0
-0.086,-0.053,-0.21,-0.296,-0.96,-0.374,-3.5,-1.3,0,-40,0,1
-0.016,0.001,0.017,0.001,-1.85,-0.2,-0.9,1.4,-1,-81,1,0
0.013,0,0.032,0.044,-0.11,-0.239,2.5,-1.1,1,46,1,1
0.023,0.011,0.062,0.085,-1.8,-0.656,1.8,1.2,-5,-44,-3,1
-0.004,-0.024,0.006,0.002,-1.13,-0.73,-2.2,1.6,1,59,0,1
0.006,0.005,-0.062,-0.056,-3.42,-2.06,-3.1,4.1,0,-304,0,0
-0.024,-0.032,-0.087,-0.111,0,-0.552,-6.7,-0.7,-1,-277,0,0
0.007,-0.002,0.03,0.038,0.98,0.319,0.5,-1.3,2,120,1,0
0.042,0.031,0.112,0.153,-0.74,-0.76,2.9,1.2,-3,171,0,1
0.023,0.016,0.011,0.036,-1.15,-0.551,-1.1,1.2,2,17,0,1
0.037,0.026,0.072,0.11,0.09,0.642,-0.7,-1.1,6,230,1,0
0.017,0.009,-0.036,-0.019,1.53,0.264,-0.5,0,-5,1,-1,0
0.036,0.034,0.095,0.131,-0.1,0.975,2.7,-0.5,-1,-4,-4,0
0.008,0.014,-0.006,0.002,-4.09,-1.333,-2.6,0.5,-1,-163,1,1
-0.001,-0.007,-0.062,-0.063,0.17,-0.028,1.8,-0.7,-1,-99,0,1
0.017,0.039,0.025,0.043,-0.6,0.216,1.8,0,-2,-26,-1,1
0.008,0.017,0,0.008,0.24,0.124,-0.7,-0.8,-3,-85,0,0
0.014,-0.005,0.046,0.059,-0.92,-0.476,0.5,0.5,0,52,0,1
-0.014,-0.005,0.024,0.01,-0.96,-0.968,-0.7,1.5,-5,-42,-4,0
-0.005,-0.028,0,-0.005,-0.84,-0.873,-4.2,-0.5,2,61,1,1
-0.011,-0.012,-0.066,-0.077,-2.6,-1.737,-1.9,2.1,0,-318,0,1
-0.028,-0.011,-0.025,-0.052,-0.33,-0.145,-1.9,0.6,-2,-283,-1,0
0.003,0.002,0.01,0.013,0.06,0.107,-1.1,-0.4,2,108,0,1
0.032,0.032,0.099,0.131,-1.46,-0.571,-3.4,-0.3,-2,175,1,1
0.032,0.025,0.011,0.043,-0.5,0.051,3.2,-0.8,2,23,1,1
0.018,-0.001,0.031,0.048,0.2,0.321,-3.3,-0.7,1,109,-2,0
-0.006,-0.018,0.006,0,-2.07,-0.719,-1.7,2,1,-53,0,0
-0.06,-0.066,-0.086,-0.147,3.04,3.423,-6.1,-1.7,-3,-36,0,0
-0.013,-0.027,-0.027,-0.039,-0.86,-0.461,-4.4,-0.3,0,-18,-2,1
0.069,0.076,0.153,0.222,2.92,1.92,0.7,-1.4,-2,-10,-1,1
-0.01,-0.014,-0.089,-0.099,-3.02,-2.06,4.2,0.7,1,-32,0,0
-0.016,-0.017,-0.045,-0.061,-2.61,-0.702,0,-0.4,-4,-77,-2,0
-0.005,-0.02,-0.048,-0.054,-2.4,-1.419,0.4,0.7,-5,-285,-3,0
-0.001,0.005,-0.011,-0.013,-0.77,0.892,-0.4,-1.9,0,-1,0,1
0.016,0.025,0.013,0.029,-0.31,0.109,-3.7,-1.2,1,7,-1,1
0.047,0.058,0.135,0.182,3.38,0.967,-0.7,-1.1,4,131,1,0
0.015,-0.013,-0.003,0.011,-1.31,0.427,1.9,0.1,2,105,-2,1
0.023,0.012,0.03,0.052,-2.62,-1.343,0.2,1.2,-1,-57,0,0
-0.001,0,-0.001,-0.002,0.51,0.009,-2.4,-0.2,-3,-195,-2,1
0.021,-0.014,-0.004,0.016,-1.75,-0.887,-3,1.3,2,56,0,1
0,0.018,0.044,0.043,-0.75,-0.262,2.9,0.6,0,20,0,1
-0.06,-0.06,-0.086,-0.145,0.16,0.987,0.9,-0.9,-2,-58,0,0
-0.009,-0.028,0.022,0.014,1.5,0.572,-2.9,-3.1,0,-14,-2,1
0.057,0.066,0.131,0.188,-0.11,-1.153,-1.6,0.9,-2,-8,-1,1
-0.001,-0.01,-0.063,-0.063,3.84,1.963,0.5,-0.8,1,-36,0,0
0.009,0.013,0.002,0.011,-4.24,-2.228,-6.4,0.5,-3,-79,-2,1
-0.024,-0.031,-0.052,-0.076,-2.07,-0.988,2.3,4,-6,-299,-3,1
-0.029,-0.023,-0.025,-0.055,-1,-0.275,2.5,0.3,0,1,0,0
0.018,0.026,0.017,0.034,2.58,1.072,-3.3,-0.4,2,9,-1,1
0.003,0.03,0.019,0.022,-2.61,-1.973,-1.1,4.1,2,8,0,0
0.024,0.015,0.056,0.081,1.81,0.297,3.8,1,4,125,1,0
0.019,-0.007,-0.014,0.005,0.87,0.984,-1.3,-1.3,1,133,-3,1
0.046,0.044,0.12,0.166,0.18,-0.4,-1.5,1.6,-3,-59,-1,1
-0.013,-0.002,0,-0.013,-2.37,0.006,-1.2,-0.7,-3,-193,-2,0
0.015,-0.005,0.024,0.038,-0.22,0.608,-1,-4,2,58,0,1
-0.013,0.001,0.017,0.006,1.41,0.66,0.6,-1.4,0,22,0,0
-0.008,-0.011,0.044,0.036,-2.1,-1.097,0.9,0.9,-3,-76,-1,1
0.004,-0.016,0.008,0.011,2.85,0.2,-1.1,0.2,2,-8,-1,1
0.053,0.049,0.097,0.15,-0.07,-1.336,0.2,2.8,0,0,0,1
-0.023,0.003,-0.014,-0.037,-0.32,-0.727,-0.1,0.5,0,-50,-1,1
-0.015,-0.002,-0.017,-0.033,-2.68,-0.845,-4.2,0.2,-3,-77,-3,0
-0.031,-0.048,-0.112,-0.143,-3.54,-1.885,0.9,3.1,-6,-293,-4,1
-0.034,-0.014,-0.025,-0.059,2.5,1.032,-0.3,-0.7,0,-13,1,0
0.033,0.037,0.016,0.05,2.43,0.881,-1.2,1.2,3,13,0,1
0.04,0.043,0.046,0.085,0.96,0.015,-0.7,-0.3,2,-8,0,0
0.039,0.057,0.143,0.183,-0.54,-0.066,4.9,0.8,2,121,0,1
0.012,0.007,0.01,0.021,2.03,1.329,-1.1,-0.2,-2,59,-1,0
0.025,0.022,0.079,0.105,0.38,0.944,1,0.8,-5,-57,-2,1
0.006,-0.022,0,0.006,4.48,4.24,-10.1,-5.5,3,66,1,0
-0.004,0.008,0.017,0.013,-0.18,-0.403,-1.3,0.4,1,18,1,0
-0.004,0.002,-0.013,-0.017,-1.73,-0.508,-0.8,-1.1,-2,-79,-2,0
-0.027,-0.044,-0.058,-0.085,-3.23,-0.639,1.3,1.5,-3,-309,-6,0
-0.057,-0.034,-0.053,-0.109,0.83,0.156,-3.8,-1.6,-1,-19,0,1
-0.008,0.007,0.065,0.056,1.22,0.513,6.1,0.3,-5,98,-1,0
-0.021,0,-0.061,-0.081,-1.42,-0.012,-3.9,-1.8,2,-12,-1,1
0.058,0.037,0.035,0.093,1.85,1.349,-0.8,-2.8,-3,49,-1,1
0.006,-0.003,0.028,0.034,0.18,0.401,2.2,-0.9,-1,-32,0,1
0.015,0.022,0.002,0.017,2.51,1.514,0.3,-2.5,-2,129,-2,0
-0.017,-0.035,-0.13,-0.148,0.96,0.71,3.1,0.2,3,-148,0,0
-0.008,0.015,0,-0.008,-0.43,0.109,-2,-0.5,-4,-142,1,1
0.044,0.036,0.088,0.132,0.99,0.661,3.8,0.5,2,88,0,1
0.004,0.024,0.053,0.058,-0.54,0.408,-2.5,-2.3,1,46,0,0
0.001,-0.001,-0.026,-0.023,-0.06,0.56,-1.3,0,-1,-7,0,1
-0.005,-0.011,-0.013,-0.018,-0.12,0.768,0.8,0.2,0,-119,0,0
0.023,-0.005,0.018,0.042,2.33,1.193,-0.6,-1.6,3,105,0,1
0.001,-0.014,0.01,0.011,1.34,0.585,-4.1,-2.4,-1,170,0,1
-0.026,-0.029,-0.042,-0.066,-1.25,0.164,-1.4,-0.2,-3,-313,-6,0
-0.029,-0.043,-0.059,-0.088,0.5,0.945,-1.1,-1,-2,-11,-1,1
0.001,0.006,0.052,0.053,-0.56,0.288,0.4,-1.1,-5,96,-1,1
0.039,0.055,0.05,0.089,-0.74,-0.802,2.5,0.5,-1,75,0,0
0.015,0.018,0.017,0.032,-0.35,-0.409,3.7,2.7,-3,51,-2,1
0.051,0.031,0.059,0.11,4.83,1.597,-0.3,0.3,-1,-26,0,1
0.005,0.012,0,0.005,-2.71,0.028,-4.1,1.4,-2,119,-2,0
-0.052,-0.056,-0.172,-0.225,-3.88,-4.688,6.3,3.1,3,-152,0,1
-0.011,0.015,0.005,-0.006,-0.47,-1.133,-1.1,2.4,-3,-138,1,1
0.059,0.044,0.136,0.195,0.18,-1.029,2.7,3.4,2,94,0,0
-0.002,0.013,0.018,0.016,0.48,0.443,0.2,0.1,2,44,0,1
-0.004,-0.002,-0.034,-0.038,0.68,-0.364,-1,1.6,0,-5,0,1
-0.018,-0.005,-0.03,-0.048,-3.47,-3.029,6.1,2.7,1,-121,0,0
0.033,0.006,0.02,0.054,1.02,0.111,-1.7,0,1,115,0,1
0.012,-0.007,0.031,0.042,2.98,1.284,2.6,-0.5,-1,172,0,1
-0.038,-0.036,-0.066,-0.105,-1.12,-1.163,1.1,0.7,-3,-317,-7,1
-0.033,-0.04,-0.035,-0.068,-0.62,0.381,-3.1,-0.7,-2,-9,-1,1
-0.008,-0.012,0.023,0.015,4.85,1.91,-1.4,-0.8,-5,102,-2,0
0.001,0.02,-0.005,-0.004,1.41,0.219,-2.9,-0.7,-1,63,0,0
0.002,0,0.026,0.027,-2.97,-0.549,-0.4,0.3,-3,55,-1,1
0.034,0.056,0.063,0.097,-1.92,-0.183,-0.4,-1.3,0,-22,1,1
0.016,0.025,-0.005,0.011,3.57,2.512,7,0.9,-3,117,-3,1
0.039,0.063,-0.038,0.001,-0.7,0.419,-0.9,-1,2,-150,-1,0
0.016,0.022,0.023,0.041,-1.6,-1.464,5.7,2.2,-2,-120,2,1
0.037,0.028,0.096,0.133,-1.49,-1.212,-1.9,1.5,3,88,1,1
0.043,0.053,0.125,0.168,2.84,1.164,3.3,-1.7,1,48,-1,1
-0.015,-0.001,-0.035,-0.049,1.44,-0.091,-2.9,-0.3,1,-3,1,0
-0.025,0.006,-0.035,-0.06,-3.8,0.152,-0.6,-0.6,0,-143,-1,1
0.035,-0.002,0.022,0.057,1.2,0.627,-0.8,-1.1,2,117,1,1
0.005,-0.015,0.003,0.008,-0.84,-1.657,1.3,1.3,0,178,1,1
-0.01,-0.027,-0.031,-0.04,-1.49,-0.549,-2,1.4,-4,-311,-8,0
-0.025,-0.041,-0.038,-0.062,1.44,1.718,3.6,-3.5,-1,-7,0,0
-0.006,0.011,0.049,0.043,-1.72,-1.189,3.2,0.6,-3,100,-1,0
0.021,0.034,0.007,0.027,0.09,-0.978,-0.6,-0.5,-1,37,-1,1
-0.021,-0.009,-0.003,-0.024,2.81,1.807,1.3,-0.7,-4,35,1,0
0.005,-0.007,0.058,0.064,-2.88,-0.976,-0.9,0.3,3,69,0,0
0.017,0.031,-0.027,-0.01,1.1,0.975,1.1,-1,3,-3,6,1
0.008,0.006,-0.037,-0.03,1.83,0.961,-0.9,-1.1,-3,-40,0,0
0.035,0.027,0.057,0.092,7.46,1.324,6.3,-0.4,3,126,-3,0
0.009,0.009,0.004,0.014,-0.92,-0.477,-2,-0.2,0,52,0,0
0.031,0.031,0.03,0.061,2.08,-0.342,4,1.5,2,168,3,0
-0.012,-0.017,-0.014,-0.025,0.52,0.664,3.5,0.4,-1,-108,2,1
-0.037,-0.023,-0.024,-0.062,0.04,-0.454,-0.8,0.6,0,-96,1,1
0.037,0.035,0.036,0.073,-2.02,-0.577,0.4,0.3,1,15,0,1
-0.053,-0.03,-0.044,-0.097,1.48,1.028,0.5,0.2,-4,27,1,1
0.002,-0.003,0.083,0.084,-1.13,0.099,0.4,-0.7,1,63,0,1
-0.012,-0.014,-0.075,-0.087,-1.41,-0.459,0.1,0.2,2,-1,6,0
0.009,0.022,-0.003,0.006,0.93,0.485,0.4,0.5,-2,-42,0,1
0.046,0.023,0.112,0.157,2.18,0.506,4.3,1.4,2,118,-3,1
0.029,0.038,0.052,0.08,3.76,1.186,-1.7,-2.9,2,275,0,1
0.004,0.008,0.015,0.019,1.83,0.139,0.8,0.2,1,44,0,1
-0.018,-0.009,-0.034,-0.052,1.26,0.207,1.3,0.5,2,-107,0,1
-0.03,-0.006,0.009,-0.021,-0.92,-0.986,4.1,4.2,-3,-117,0,0
0.024,0.023,0.015,0.04,2.73,0.696,0.9,1.2,2,164,3,1
-0.013,-0.007,-0.057,-0.069,1.83,0.778,0.1,-0.8,0,-101,0,0
-0.033,-0.027,-0.048,-0.081,1.24,1.142,-1.6,-0.3,-1,-94,1,1
0.037,0.023,0.058,0.095,-1,-0.303,3.6,1.7,3,17,0,0
-0.023,0,0.002,-0.022,-1.04,0.259,1.7,0.1,0,32,0,0
0.006,-0.01,0.05,0.055,0.88,0.555,2,-2.5,1,166,0,1
0.021,-0.001,-0.007,0.014,1.28,1.475,0.4,-2.7,-5,31,0,0
-0.014,-0.021,-0.003,-0.017,0,0.621,-2.2,0.7,0,65,-1,0
0.03,0.034,0.037,0.067,-0.83,-0.2,1.5,1.2,2,-3,7,1
0.017,0.011,0.012,0.029,-1.06,-0.84,-0.2,1.1,-2,-40,-1,1
0.029,0.033,0.032,0.061,0.99,0.212,0.5,-1.6,1,126,-4,0
-0.002,0.005,-0.003,-0.006,1.86,0.459,5.4,-5.6,1,277,0,1
0.014,0.013,0.011,0.025,0.72,0.352,-2.1,0.3,-1,46,-1,1
-0.007,-0.004,-0.027,-0.034,0.17,-0.44,-6.8,-0.2,2,-95,0,1
-0.043,-0.012,0.01,-0.031,-3.12,-0.887,3.2,-0.1,-3,-125,0,0
0.03,0.021,0.002,0.032,2.67,0.503,-4.1,-0.6,1,172,2,1
0,-0.014,-0.019,-0.019,1.63,0.755,0.5,-1.6,0,-92,2,0
0.013,0.004,-0.035,-0.022,-0.36,-0.231,2.4,-0.3,3,13,1,0
0.007,0.017,0.003,0.01,-3.76,-0.694,1.3,5.5,0,20,0,1
-0.007,-0.021,0.06,0.053,1.33,0.875,1.5,-1.3,1,172,0,0
0.011,-0.024,0.001,0.013,0.2,0.537,3.5,0.5,0,78,-1,1
-0.008,-0.012,-0.006,-0.013,-1.86,-0.664,-2.2,0,-1,-66,-1,0
-0.02,-0.003,0.021,0.001,-0.98,-0.296,1.7,0.5,-2,-89,2,0
-0.034,-0.021,-0.076,-0.109,0.9,1.064,-1.2,-0.6,-2,-103,-1,0
0.021,0.024,0.004,0.025,-0.17,-1.007,-2.4,2,-3,-25,0,0
-0.014,-0.009,0.042,0.027,-0.12,0.847,-2.7,-0.2,-3,143,1,1
0.018,0.039,0.056,0.076,-0.54,-1.216,-2.6,1,2,125,0,0
